Source,Exclusive,OBJECTID,Join_Count,TARGET_FID,fid_,store_name,storeid,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_grou,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,year_first,year_last,X,Y,method,match,dup,st_type,loc_id,st_fips,Join_Cou_1,TARGET_F_1,STATEFP,COUNTYFP,GEOID,NAME,NAME_CAP,NAMELSAD,GISJOIN,Cty_ID,GA_AAA
SNAP,SNAP Exclusive,8666,1,98,0,1 Pot Seafood,st_348971,412,Highway 155 S,,Mcdonough,GA,30253,Small Grocery Store,14,Grocer,1,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-84.15256,33.41937,usda,,0,SG,L151405,13,1,8665,13,151,13151,Henry,HENRY,Henry County,G1301510,13151,3
SNAP,SNAP Exclusive,8667,1,142,0,107 Express,st_339827,178,Benjamin H Hill Dr W,,Fitzgerald,GA,31750,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-83.25282,31.69238,usda,,0,CS,L151473,13,1,8666,13,17,13017,Ben Hill,BEN HILL,Ben Hill County,G1300170,13017,11
SNAP,SNAP Exclusive,8668,1,108,0,129 Shell Food Mart,st_317471,3509,Al Mangum Rd,,Talmo,GA,30575,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,1,1,1,2013,2018,-83.73309,34.22396,usda,,0,CS,L151565,13,1,8667,13,139,13139,Hall,HALL,Hall County,G1301390,13139,2
SNAP,SNAP Exclusive,8669,1,98,0,138 Fish Market,st_402481,879,Highway 138 W,,Stockbridge,GA,30281,Seafood Specialty,13,Specialty,5,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.28306,33.54293,usda,,0,SE,L151591,13,1,8668,13,151,13151,Henry,HENRY,Henry County,G1301510,13151,3
SNAP,SNAP Exclusive,8670,1,158,0,14th Street Gas Station,st_398189,329,14th St Nw,,Atlanta,GA,30318,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-84.39797,33.78621,usda,,0,CS,L151626,13,1,8669,13,121,13121,Fulton,FULTON,Fulton County,G1301210,13121,3
SNAP,SNAP Exclusive,8671,1,158,0,14th Street Texaco Food Mart,st_417627,608,14th St Nw,,Atlanta,GA,30318,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.40707,33.7862,usda,,0,CS,L151627,13,1,8670,13,121,13121,Fulton,FULTON,Fulton County,G1301210,13121,3
SNAP,SNAP Exclusive,8672,1,54,0,157 Braselton Llc,st_359335,983,Highway 124,,Hoschton,GA,30548,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-83.81129,34.09335,usda,,0,CS,L151644,13,1,8671,13,13,13013,Barrow,BARROW,Barrow County,G1300130,13013,5
SNAP,SNAP Exclusive,8673,1,158,0,164 Marietta LLC dba Circle K,st_414205,1720,Marietta Blvd Nw,,Atlanta,GA,30318,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.4361,33.80174,usda,,0,CS,L151670,13,1,8672,13,121,13121,Fulton,FULTON,Fulton County,G1301210,13121,3
SNAP,SNAP Exclusive,8674,1,39,0,1780 Country Store,st_346645,2991,US Highway 80,,Bloomingdale,GA,31302,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-81.34168,32.14721,usda,,0,CS,L151704,13,1,8673,13,103,13103,Effingham,EFFINGHAM,Effingham County,G1301030,13103,12
SNAP,SNAP Exclusive,8675,1,96,0,19th Hole Chevron,st_356184,10490,Bells Ferry Rd,,Canton,GA,30114,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.53873,34.19239,usda,,0,CS,L151756,13,1,8674,13,57,13057,Cherokee,CHEROKEE,Cherokee County,G1300570,13057,3
SNAP,SNAP Exclusive,8676,1,95,0,1st Choice,st_320239,705,N Davis St,,Nashville,GA,31639,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,1,1,1,2013,2018,-83.24945,31.21307,usda,,0,CS,L040011,13,1,8675,13,19,13019,Berrien,BERRIEN,Berrien County,G1300190,13019,11
SNAP,SNAP Exclusive,8677,1,30,0,1st Stop Foods,st_345362,709,N Nicholls St,,Waycross,GA,31501,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-82.36554,31.21663,usda,,0,CS,L151777,13,1,8676,13,299,13299,Ware,WARE,Ware County,G1302990,13299,11
SNAP,SNAP Exclusive,8678,1,158,0,2 Peachtree Street Newsstand,st_367536,2,Peachtree Street NW,,Atlanta,GA,30303,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.39018,33.75384,usda,,0,CS,L151806,13,1,8677,13,121,13121,Fulton,FULTON,Fulton County,G1301210,13121,3
SNAP,SNAP Exclusive,8679,1,8,0,221 C Store,st_253880,3687,Mount Vernon Rd,,Soperton,GA,30457,Medium Grocery Store,10,Grocer,1,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-82.59586,32.3731,usda,,0,MG,L151890,13,1,8678,13,283,13283,Treutlen,TREUTLEN,Treutlen County,G1302830,13283,9
SNAP,SNAP and WIC,8680,1,37,0,221 Quick Stop,st_335648,465,Uvalda Hwy,,Hazlehurst,GA,31539,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-82.58246,31.89719,usda,,0,CS,L151891,13,1,8679,13,161,13161,Jeff Davis,JEFF DAVIS,Jeff Davis County,G1301610,13161,9
SNAP,SNAP and WIC,8681,1,37,0,221 Quick Stop,st_044088,465,Uvalda Hwy,,Hazlehurst,GA,31539,Convenience Store,3,Small retail,4,1,1,1,1,1,1,0,0,0,0,1,2008,2018,-82.58246,31.89719,usda,,0,CS,L151891,13,1,8680,13,161,13161,Jeff Davis,JEFF DAVIS,Jeff Davis County,G1301610,13161,9
SNAP,SNAP Exclusive,8682,1,56,0,24-7 Food Mart,st_355311,3420,Covington Dr,,Decatur,GA,30032,Small Grocery Store,14,Grocer,1,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.24958,33.76148,usda,,0,SG,L151925,13,1,8681,13,89,13089,DeKalb,DEKALB,DeKalb County,G1300890,13089,3
SNAP,SNAP Exclusive,8683,1,143,0,29 Royal Food Store,st_252207,3689,Royston Hwy,,Hartwell,GA,30643,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-82.98315,34.31894,usda,,0,CS,L038520,13,1,8682,13,147,13147,Hart,HART,Hart County,G1301470,13147,2
SNAP,SNAP Exclusive,8684,1,29,0,2nd Chance Inner & Outer Beauty,st_374682,1580,Crawford Creek Rd,,Pine Mountain,GA,31822,Direct Marketing Farmer,5,Local foods,2,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.85312,32.88941,usda,,0,DF,L152053,13,1,8683,13,199,13199,Meriwether,MERIWETHER,Meriwether County,G1301990,13199,4
SNAP,SNAP Exclusive,8685,1,56,0,3 Brothers Foodmart,st_312680,1544,Wellborn Rd,,Lithonia,GA,30058,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,1,1,1,2013,2018,-84.1413,33.74616,usda,,0,CS,L039201,13,1,8684,13,89,13089,DeKalb,DEKALB,DeKalb County,G1300890,13089,3
SNAP,SNAP Exclusive,8686,1,150,0,3 Way Corner Store,st_367279,751,North  Blvd,,Baxley,GA,31513,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-82.35132,31.78845,usda,,0,CS,L152104,13,1,8685,13,1,13001,Appling,APPLING,Appling County,G1300010,13001,9
SNAP,SNAP Exclusive,8687,1,61,0,3 WAY FOOD MART,st_226200,1235,N Jefferson St,,Dublin,GA,31021,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-82.9147,32.56001,usda,,0,CS,L152109,13,1,8686,13,175,13175,Laurens,LAURENS,Laurens County,G1301750,13175,9
SNAP,SNAP and WIC,8688,1,158,0,3 Way Grocery,st_206637,1695,Pryor Rd Sw,,Atlanta,GA,30315,Convenience Store,3,Small retail,4,0,0,1,0,0,0,0,0,0,0,1,2010,2018,-84.3939,33.70907,usda,,0,CS,L152111,13,1,8687,13,121,13121,Fulton,FULTON,Fulton County,G1301210,13121,3
SNAP,SNAP and WIC,8689,1,158,0,3 Way Grocery,st_415366,1695,Pryor Rd Sw,,Atlanta,GA,30315,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.3939,33.70907,usda,,0,CS,L152111,13,1,8688,13,121,13121,Fulton,FULTON,Fulton County,G1301210,13121,3
SNAP,SNAP Exclusive,8690,1,7,0,301 Food & Gas,st_288836,17899,Us Highway 301 N,,Statesboro,GA,30461,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-81.75809,32.47111,usda,,0,CS,L152118,13,1,8689,13,31,13031,Bulloch,BULLOCH,Bulloch County,G1300310,13031,12
SNAP,SNAP Exclusive,8691,1,85,0,301 Market,st_272819,14230,Cecil Nobles Hwy,,Ludowici,GA,31316,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-81.92512,31.84341,usda,,0,CS,L039262,13,1,8690,13,183,13183,Long,LONG,Long County,G1301830,13183,12
SNAP,SNAP Exclusive,8692,1,22,0,301 Tobacco,st_396177,4225,Savannah Hwy,,Jesup,GA,31545,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-81.85043,31.65765,usda,,0,CS,L152122,13,1,8691,13,305,13305,Wayne,WAYNE,Wayne County,G1303050,13305,9
SNAP,SNAP Exclusive,8693,1,82,0,341 Best Buy,st_237918,892,Highway 341 S,,Barnesville,GA,30204,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.15432,33.03815,usda,,0,CS,L152170,13,1,8692,13,171,13171,Lamar,LAMAR,Lamar County,G1301710,13171,4
SNAP,SNAP and WIC,8694,1,37,0,341 Quick Stop,st_048364,143,W Coffee St,,Hazlehurst,GA,31539,Convenience Store,3,Small retail,4,1,1,1,1,0,0,0,0,0,0,1,2008,2018,-82.59893,31.88132,usda,,0,CS,L152172,13,1,8693,13,161,13161,Jeff Davis,JEFF DAVIS,Jeff Davis County,G1301610,13161,9
SNAP,SNAP and WIC,8695,1,37,0,341 Quick Stop,st_270528,143,W Coffee St,,Hazlehurst,GA,31539,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-82.59893,31.88132,usda,,0,CS,L152172,13,1,8694,13,161,13161,Jeff Davis,JEFF DAVIS,Jeff Davis County,G1301610,13161,9
SNAP,SNAP Exclusive,8696,1,63,0,362 Express,st_269701,1600,Williamson Rd,,Griffin,GA,30224,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-84.29845,33.22505,usda,,0,CS,L152196,13,1,8695,13,255,13255,Spalding,SPALDING,Spalding County,G1302550,13255,4
SNAP,SNAP Exclusive,8697,1,41,0,4 D's Tropical Supermarket,st_269025,200,New Hope Rd,,Lawrenceville,GA,30046,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-83.97884,33.95048,usda,,0,CO,L039029,13,1,8696,13,135,13135,Gwinnett,GWINNETT,Gwinnett County,G1301350,13135,3
SNAP,SNAP Exclusive,8698,1,42,0,4 MILE GROCERY,st_236078,3334,Mineral Bluff Hwy,,Mineral Bluff,GA,30559,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.32917,34.97124,usda,,0,CS,L152243,13,1,8697,13,111,13111,Fannin,FANNIN,Fannin County,G1301110,13111,1
SNAP,SNAP Exclusive,8699,1,56,0,4 Sisters Asian Grocery 1,st_413870,1345,Brockett Rd,,Clarkston,GA,30021,Medium Grocery Store,10,Grocer,1,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.232,33.82285,usda,,0,MG,L152258,13,1,8698,13,89,13089,DeKalb,DEKALB,DeKalb County,G1300890,13089,3
SNAP,SNAP Exclusive,8700,1,19,0,4 Star BP,st_310198,1200,Highway 36 E,,Jackson,GA,30233,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,1,1,1,2013,2018,-83.965,33.33424,usda,,0,CS,L038675,13,1,8699,13,35,13035,Butts,BUTTS,Butts County,G1300350,13035,4
SNAP,SNAP Exclusive,8701,1,157,0,4 Way Country & Grocery,st_349626,2284,Damascus Rd,,Baldwin,GA,30511,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-83.44096,34.42164,usda,,0,CS,L036269,13,1,8700,13,11,13011,Banks,BANKS,Banks County,G1300110,13011,2
SNAP,SNAP Exclusive,8702,1,91,0,4 Way Produce,st_420421,16,Akins Rd,,Ringgold,GA,30736,Fruits/Veg Specialty,7,Specialty,5,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-85.16286,34.92329,usda,,0,FV,L152271,13,1,8701,13,47,13047,Catoosa,CATOOSA,Catoosa County,G1300470,13047,1
SNAP,SNAP Exclusive,8703,1,58,0,4 Way Stop,st_358418,495,Frontage Rd E,,Sylvania,GA,30467,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-81.64653,32.76205,usda,,0,CS,L152274,13,1,8702,13,251,13251,Screven,SCREVEN,Screven County,G1302510,13251,8
SNAP,SNAP Exclusive,8704,1,111,0,406 Pea Ridge Road LLC,st_387796,406,Pea Ridge Rd,,Eatonton,GA,31024,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-83.30155,33.27112,usda,,0,CS,L037964,13,1,8703,13,237,13237,Putnam,PUTNAM,Putnam County,G1302370,13237,7
SNAP,SNAP Exclusive,8705,1,98,0,42 & Jodeco Food Mart,st_304656,4315,Jodeco Rd,,Mcdonough,GA,30253,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,1,1,1,2013,2018,-84.17515,33.48866,usda,,0,CS,L152305,13,1,8704,13,151,13151,Henry,HENRY,Henry County,G1301510,13151,3
SNAP,SNAP Exclusive,8706,1,98,0,42BP,st_202187,1030,Hwy 42 N,,McDonough,GA,30253,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-84.16277,33.47419,usda,,0,CS,L152309,13,1,8705,13,151,13151,Henry,HENRY,Henry County,G1301510,13151,3
SNAP,SNAP Exclusive,8707,1,35,0,5 Corner Lotto,st_398940,1231,Linwood Blvd,,Columbus,GA,31901,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-84.97475,32.47812,usda,,0,CS,L037102,13,1,8706,13,215,13215,Muscogee,MUSCOGEE,Muscogee County,G1302150,13215,6
SNAP,SNAP and WIC,8708,1,24,0,5 Points Food Store,st_364955,1649,Roswell St SE,,Smyrna,GA,30080,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,0,1,2015,2018,-84.50495,33.89074,usda,,0,CS,L040894,13,1,8707,13,67,13067,Cobb,COBB,Cobb County,G1300670,13067,3
SNAP,SNAP and WIC,8709,1,24,0,5 Points Food Store,st_417482,1649,Roswell St SE,,Smyrna,GA,30080,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.50495,33.89074,usda,,0,CS,L040894,13,1,8708,13,67,13067,Cobb,COBB,Cobb County,G1300670,13067,3
SNAP,SNAP Exclusive,8710,1,122,0,5428 Food Store,st_423163,5428,Old Dixie Hwy,,Forest Park,GA,30297,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.38082,33.60647,usda,,0,CS,L038158,13,1,8709,13,63,13063,Clayton,CLAYTON,Clayton County,G1300630,13063,3
SNAP,SNAP Exclusive,8711,1,38,0,66 Fuel Center,st_366202,398,E Dame Ave,,Homerville,GA,31634,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-82.74083,31.03909,usda,,0,CS,L038644,13,1,8710,13,65,13065,Clinch,CLINCH,Clinch County,G1300650,13065,11
SNAP,SNAP Exclusive,8712,1,50,0,7- 11- 8 Gas and Food Mart,st_286458,1660,Watson Blvd,,Warner Robins,GA,31093,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-83.63285,32.61824,usda,,0,CS,L041765,13,1,8711,13,153,13153,Houston,HOUSTON,Houston County,G1301530,13153,7
SNAP,SNAP Exclusive,8713,1,50,0,7-11-9 Gas and Food Mart,st_300471,750,Russell Pkwy,,Warner Robins,GA,31088,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,1,1,1,2013,2018,-83.63663,32.59394,usda,,0,CS,L152641,13,1,8712,13,153,13153,Houston,HOUSTON,Houston County,G1301530,13153,7
SNAP,SNAP Exclusive,8714,1,56,0,7-11 FOOD MART,st_059609,6319,Memorial Dr,,Stone Mountain,GA,30083,Small Grocery Store,14,Grocer,1,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.18321,33.8092,usda,,0,SG,L152652,13,1,8713,13,89,13089,DeKalb,DEKALB,DeKalb County,G1300890,13089,3
SNAP,SNAP Exclusive,8715,1,121,0,7-11 MINIT STORE,st_009252,3700,Waters Ave,,Savannah,GA,31404,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-81.08829,32.0405,usda,,0,CS,L152653,13,1,8714,13,51,13051,Chatham,CHATHAM,Chatham County,G1300510,13051,12
SNAP,SNAP Exclusive,8716,1,46,0,7-eleven,st_385645,204,Barnesville St,,Thomaston,GA,30286,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-84.32227,32.88898,usda,,0,CS,L041325,13,1,8715,13,293,13293,Upson,UPSON,Upson County,G1302930,13293,4
SNAP,SNAP Exclusive,8717,1,121,0,7 21 Food Mart,st_355288,2203,Skidaway Rd,,Savannah,GA,31404,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-81.06413,32.04599,usda,,0,CS,L156961,13,1,8716,13,51,13051,Chatham,CHATHAM,Chatham County,G1300510,13051,12
SNAP,SNAP Exclusive,8718,1,50,0,7 Star Food Mart,st_269293,699,N Davis Dr,,Warner Robins,GA,31093,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-83.61293,32.63819,usda,,0,CS,L157576,13,1,8717,13,153,13153,Houston,HOUSTON,Houston County,G1301530,13153,7
SNAP,SNAP Exclusive,8719,1,19,0,7 Star Petroleum,st_316276,209,E 3rd St,,Jackson,GA,30233,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,1,1,1,2013,2018,-83.96547,33.29448,usda,,0,CS,L038673,13,1,8718,13,35,13035,Butts,BUTTS,Butts County,G1300350,13035,4
SNAP,SNAP Exclusive,8720,1,158,0,7 To 7 News Stand,st_337980,6,Park Place South Se,,Atlanta,GA,30303,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-84.38858,33.75431,usda,,0,CS,L157586,13,1,8719,13,121,13121,Fulton,FULTON,Fulton County,G1301210,13121,3
SNAP,SNAP Exclusive,8721,1,121,0,711 Wheaton,st_346649,703,Wheaton St,,Savannah,GA,31401,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-81.08379,32.07199,usda,,0,CS,L040791,13,1,8720,13,51,13051,Chatham,CHATHAM,Chatham County,G1300510,13051,12
SNAP,SNAP Exclusive,8722,1,158,0,75 FARMERS MARKET,st_151574,230,Cleveland Ave SW,,Atlanta,GA,30315,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.3963,33.68106,usda,,0,SS,L036037,13,1,8721,13,121,13121,Fulton,FULTON,Fulton County,G1301210,13121,3
SNAP,SNAP Exclusive,8723,1,47,0,777 Food Mart,st_216061,6464,Hwy 29 North,,Palmetto,GA,30268,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-84.6712,33.50734,usda,,0,CS,L157675,13,1,8722,13,77,13077,Coweta,COWETA,Coweta County,G1300770,13077,4
SNAP,SNAP Exclusive,8724,1,138,0,777 Grocery,st_260910,1803,Pio Nono Ave,,Macon,GA,31204,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-83.66274,32.82542,usda,,0,CS,L039417,13,1,8723,13,21,13021,Bibb,BIBB,Bibb County,G1300210,13021,7
SNAP,SNAP Exclusive,8725,1,121,0,80 Quick Stop,st_354093,305,US Highway 80 W,,Savannah,GA,31408,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-81.14415,32.09605,usda,,0,CS,L157735,13,1,8724,13,51,13051,Chatham,CHATHAM,Chatham County,G1300510,13051,12
SNAP,SNAP Exclusive,8726,1,98,0,81 CROSSINGS,st_072563,698,Highway 3 N,,Hampton,GA,30228,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.285,33.42479,usda,,0,MG,L157740,13,1,8725,13,151,13151,Henry,HENRY,Henry County,G1301510,13151,3
SNAP,SNAP Exclusive,8727,1,114,0,A's Corner Mart,st_324066,1910,S Dixie Hwy,,Dalton,GA,30720,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-84.97392,34.74025,usda,,0,CS,L037462,13,1,8726,13,313,13313,Whitfield,WHITFIELD,Whitfield County,G1303130,13313,1
SNAP,SNAP Exclusive,8728,1,75,0,A-1 FOOD & BEVERAGE,st_138267,203,Burnett Ferry Rd SW,,Rome,GA,30165,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-85.22188,34.26487,usda,,0,CS,L158364,13,1,8727,13,115,13115,Floyd,FLOYD,Floyd County,G1301150,13115,1
SNAP,SNAP Exclusive,8729,1,123,0,A-one Food Mart,st_381438,2299,Highway 212,,Covington,GA,30016,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-83.90659,33.46458,usda,,0,CS,L037347,13,1,8728,13,217,13217,Newton,NEWTON,Newton County,G1302170,13217,5
SNAP,SNAP Exclusive,8730,1,56,0,A & G Food Mart,st_209494,6114,Covington Hwy,,Decatur,GA,30035,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-84.16794,33.72308,usda,,0,CS,L158541,13,1,8729,13,89,13089,DeKalb,DEKALB,DeKalb County,G1300890,13089,3
SNAP,SNAP Exclusive,8731,1,78,0,A & J Meat Market LLC,st_394463,307,S 7th St,,Cordele,GA,31015,Medium Grocery Store,10,Grocer,1,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-83.78275,31.97084,usda,,0,MG,L158573,13,1,8730,13,81,13081,Crisp,CRISP,Crisp County,G1300810,13081,6
SNAP,SNAP Exclusive,8732,1,104,0,A & L Quick Stop,st_296164,115,Canton Rd,,Cumming,GA,30040,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,0,1,2012,2018,-84.14301,34.20851,usda,,0,CS,L158605,13,1,8731,13,117,13117,Forsyth,FORSYTH,Forsyth County,G1301170,13117,2
SNAP,SNAP Exclusive,8733,1,62,0,A & N Food Store,st_184143,3119,Central Ave S,,Tifton,GA,31794,Convenience Store,3,Small retail,4,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-83.51701,31.43275,usda,,0,CS,L158647,13,1,8732,13,277,13277,Tift,TIFT,Tift County,G1302770,13277,11
SNAP,SNAP Exclusive,8734,1,55,0,A & Q Grocery LLC,st_345094,142,Frobel St,,Monticello,GA,31064,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-83.68175,33.30426,usda,,0,CS,L039905,13,1,8733,13,159,13159,Jasper,JASPER,Jasper County,G1301590,13159,5
SNAP,SNAP Exclusive,8735,1,45,0,A & R SHOPETTE,st_181352,6821,Cartersville Hwy,,Dallas,GA,30132,Convenience Store,3,Small retail,4,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-84.86143,34.01511,usda,,0,CS,L158667,13,1,8734,13,223,13223,Paulding,PAULDING,Paulding County,G1302230,13223,1
SNAP,SNAP and WIC,8736,1,7,0,A & R Store,st_306476,18,E Parrish St,,Statesboro,GA,30458,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,1,1,1,2013,2018,-81.78325,32.45795,usda,,0,CS,L158668,13,1,8735,13,31,13031,Bulloch,BULLOCH,Bulloch County,G1300310,13031,12
SNAP,SNAP and WIC,8737,1,7,0,A & R Store,st_168501,18,E Parrish St,,Statesboro,GA,30458,Convenience Store,3,Small retail,4,1,1,1,1,0,0,0,0,0,0,1,2008,2018,-81.78325,32.45795,usda,,0,CS,L158668,13,1,8736,13,31,13031,Bulloch,BULLOCH,Bulloch County,G1300310,13031,12
SNAP,SNAP Exclusive,8738,1,80,0,A & S Grocery,st_422367,110,Shope Lake Rd SE,,Calhoun,GA,30701,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.82129,34.44772,usda,,0,CS,L158678,13,1,8737,13,129,13129,Gordon,GORDON,Gordon County,G1301290,13129,1
SNAP,SNAP Exclusive,8739,1,86,0,A AND A CONVENIENCE STORE,st_200887,1761,Faceville Hwy,,Bainbridge,GA,39819,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-84.62184,30.84642,usda,,0,CS,L158729,13,1,8738,13,87,13087,Decatur,DECATUR,Decatur County,G1300870,13087,10
SNAP,SNAP Exclusive,8740,1,120,0,A B Food,st_289277,607,E Hill Ave,,Valdosta,GA,31601,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-83.27077,30.83373,usda,,0,CS,L158742,13,1,8739,13,185,13185,Lowndes,LOWNDES,Lowndes County,G1301850,13185,11
SNAP,SNAP Exclusive,8741,1,61,0,A B LEE'S MEAT MARKET,st_087600,2557,GA Highway 257,,Dublin,GA,31021,Meat/Poultry Specialty,9,Specialty,5,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.95061,32.52089,usda,,0,ME,L158743,13,1,8740,13,175,13175,Laurens,LAURENS,Laurens County,G1301750,13175,9
SNAP,SNAP Exclusive,8742,1,158,0,A Food Mart,st_253205,121,Cleveland Ave,,Atlanta,GA,30315,Supermarket,16,Supermarket,6,0,0,0,1,1,1,1,0,1,1,1,2011,2018,-84.39196,33.68115,usda,,0,SM,L035444,13,1,8741,13,121,13121,Fulton,FULTON,Fulton County,G1301210,13121,3
SNAP,SNAP Exclusive,8743,1,18,0,A J'S FOOD STORE,st_088621,2430,Monroe Hwy,,Bogart,GA,30622,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.51545,33.92037,usda,,0,CS,L158784,13,1,8742,13,219,13219,Oconee,OCONEE,Oconee County,G1302190,13219,5
SNAP,SNAP Exclusive,8744,1,80,0,A KNIGHT 2,st_257623,1531,Dews Pond Rd SE,,Calhoun,GA,30701,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.91636,34.50315,usda,,0,CS,L158794,13,1,8743,13,129,13129,Gordon,GORDON,Gordon County,G1301290,13129,1
