store_name,storeid,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,year_first,year_last,X,Y,method,match,dup,st_type,loc_id,st_fips
Susie Q's 3,st_207669,4616,County Line Rd,NA,Thomasville,GA,31792,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-83.97585,30.90396,usda,NA,NA,CS,L315333,13
Susie Q's 30,st_244856,45,US Highway 19 S,NA,Cairo,GA,39828,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.20711,30.88643,usda,NA,NA,CS,L315334,13
Susie Q's 32,st_394434,1607,Camilla Hwy,NA,Moultrie,GA,31768,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-83.81132,31.18406,usda,NA,NA,CS,L039957,13
Susie Q's 4,st_301430,5499,N Alabama Ave,NA,Omega,GA,31775,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,1,1,1,2013,2018,-83.59389,31.34086,usda,NA,NA,CS,L315335,13
Susie Q's 70,st_244863,8,Us Hwy 19,NA,Camilla,GA,31730,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.20013,31.23172,usda,NA,NA,CS,L315336,13
Susie Q's 90,st_244866,133,US Highway 319 S,NA,Moultrie,GA,31768,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-83.78569,31.11429,usda,NA,NA,CS,L315337,13
Susie Q's Doublegate Ee-zz Mart,st_366234,1250,US Highway 82 W,NA,Leesburg,GA,31763,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.24911,31.63794,usda,NA,NA,CS,L315338,13
Sustainable Norcross Inc,st_396343,13,College St,NA,Norcross,GA,30071,Farmers' Market,6,Local foods,2,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-84.21159,33.94187,usda,NA,NA,FM,L315345,13
SUVIDHA GROCERY 1,st_239445,3495,Peachtree Pkwy,NA,Suwanee,GA,30024,Large Grocery Store,8,Grocer,1,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.16293,34.07735,usda,NA,NA,LG,L315363,13
SUVIDHA GROCERY 2,st_239441,425,Ernest W Barrett Pkwy NW,NA,Kennesaw,GA,30144,Large Grocery Store,8,Grocer,1,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.56404,34.01192,usda,NA,NA,LG,L315364,13
Suwanee Chevron,st_228820,3033,Lawrenceville Suwanee Rd,NA,Suwanee,GA,30024,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-84.04918,34.03098,usda,NA,NA,CS,L315366,13
Suwanee Express,st_361651,1072,Peachtree Industrial Blvd,NA,Suwanee,GA,30024,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.09166,34.04956,usda,NA,NA,CS,L315367,13
Suwanee Raceway,st_393769,3195,Lawrenceville Suwanee Rd,NA,Suwanee,GA,30024,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-84.05208,34.03519,usda,NA,NA,CS,L041224,13
"SVETA, LLC",st_393840,1215,Scenic Hwy,NA,Lawrenceville,GA,30045,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-84.00497,33.9021,usda,NA,NA,CS,L315376,13
Sweats Bait And Tackle,st_373192,8241,S Marcus St,NA,Wrightsville,GA,31096,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-82.71848,32.71498,usda,NA,NA,CS,L041986,13
SWEET AUBURN GROCERY,st_168254,200,Auburn Ave NE,NA,Atlanta,GA,30303,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.38109,33.75559,usda,NA,NA,CS,L315435,13
Sweet Onion Junction 2,st_243978,10636,Highway 29,NA,Soperton,GA,30457,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-82.6778,32.43643,usda,NA,NA,CS,L315460,13
Sweet Tooth,st_357910,2555,Gresham Road,NA,Atlanta,GA,30316,Fruits/Veg Specialty,7,Specialty,5,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.31051,33.71378,usda,NA,NA,FV,L315469,13
Sweet Water Mart,st_335563,4230,Knox Bridge Hwy,NA,Canton,GA,30114,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-84.59235,34.20989,usda,NA,NA,CS,L036662,13
Sweetwater Texaco Hop In,st_358084,2920,Old Norcross Rd,NA,Duluth,GA,30096,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.10207,33.95203,usda,NA,NA,CS,L037872,13
Swift Fuel Mart,st_138239,5780,Riverdale Rd,NA,College Park,GA,30349,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.42894,33.59752,usda,NA,NA,CS,L315482,13
Swifti Food  Store,st_336183,1435,S Park St,NA,Carrollton,GA,30117,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-85.07348,33.5516,usda,NA,NA,CS,L315488,13
Swifti Foods   04,st_333940,233,Carrollton St,NA,Temple,GA,30179,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-85.02896,33.73027,usda,NA,NA,CS,L315489,13
Swifti Serve,st_343611,2002,Alabama Ave S,NA,Bremen,GA,30110,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-85.14986,33.69064,usda,NA,NA,CS,L315490,13
Swifty Save,st_371732,9600,Conners Rd,NA,Villa Rica,GA,30180,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,0,1,1,2015,2018,-84.89887,33.73205,usda,NA,NA,CS,L315493,13
Sy Food Mart,st_403801,183,W Athens St,NA,Winder,GA,30680,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-83.73313,33.9955,usda,NA,NA,CS,L041928,13
Sylvester Express,st_239082,102,E Franklin St,NA,Sylvester,GA,31791,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-83.83723,31.53056,usda,NA,NA,CS,L315530,13
Sylvester Food Mart Inc,st_350115,501,N Main St,NA,Sylvester,GA,31791,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-83.83527,31.53233,usda,NA,NA,CS,L315531,13
T's Corner,st_371492,4500,Monroe Hwy,NA,Bogart,GA,30622,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-83.51622,33.91965,usda,NA,NA,CS,L315547,13
T's West Indian Market,st_249781,2183,Salem Road SE,NA,Conyers,GA,30013,Small Grocery Store,14,Grocer,1,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-83.97852,33.63245,usda,NA,NA,SG,L315557,13
T & K  Discount Meats 2,st_259077,6550,Mount Zion Blvd,NA,Morrow,GA,30260,Meat/Poultry Specialty,9,Specialty,5,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.30386,33.57474,usda,NA,NA,ME,L039925,13
T & K DISCOUNT MEATS & SEAFOOD,st_046563,7170,Tara Blvd,NA,Jonesboro,GA,30236,Meat/Poultry Specialty,9,Specialty,5,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.37089,33.5583,usda,NA,NA,ME,L038819,13
T & L Kwik Shop,st_199587,5100,Lake Acworth Dr,NA,Acworth,GA,30101,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-84.67771,34.07363,usda,NA,NA,CS,L315622,13
T & M Food Mart,st_340549,1626,Peterson Ave S,NA,Douglas,GA,31535,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-82.85129,31.48393,usda,NA,NA,CS,L315628,13
T & M Food Mart,st_227672,1626,Peterson Ave S,NA,Douglas,GA,31535,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,0,0,0,1,2010,2018,-82.85129,31.48393,usda,NA,NA,CS,L315628,13
T & M Food Store,st_294164,2366,Highway 113,NA,Taylorsville,GA,30178,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-84.98641,34.0733,usda,NA,NA,CS,L315630,13
T & M FOODS,st_166947,115,Spring St,NA,Washington,GA,30673,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.73944,33.73675,usda,NA,NA,MG,L315632,13
T & R Food Mart,st_209832,108,Westgreen Rd,NA,Douglas,GA,31533,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-82.83322,31.50841,usda,NA,NA,CS,L315639,13
T & R Food Mart,st_143001,108,Westgreen Rd,NA,Douglas,GA,31533,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,1,2008,2018,-82.83322,31.50841,usda,NA,NA,CS,L315639,13
T Byrds,st_283259,102,E Spring St,NA,Mount Vernon,GA,30445,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-82.59473,32.17839,usda,NA,NA,CS,L315678,13
t Fuel 6867,st_399843,3355,Cobb Pkwy NW,NA,Acworth,GA,30101,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-84.68571,34.03626,usda,NA,NA,CO,L315685,13
t Fuel 6885,st_399846,2490,Meadow Crest Rd,NA,Greensboro,GA,30642,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-83.20818,33.54129,usda,NA,NA,CO,L315686,13
T&J's Country Store,st_207693,3893,Dollar Store Rd,NA,Ochlocknee,GA,31773,Convenience Store,3,Small retail,4,0,0,1,1,1,1,0,1,1,1,1,2010,2018,-84.05924,30.97976,usda,NA,NA,CS,L315721,13
T&t Food Mart,st_048556,2905,Warm Springs Rd,NA,Columbus,GA,31904,Convenience Store,3,Small retail,4,1,1,1,1,1,0,0,0,0,0,1,2008,2018,-84.94967,32.5042,usda,NA,NA,CS,L315729,13
TA Brunswick 258,st_399353,185,Dungeness Dr,NA,Brunswick,GA,31523,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-81.58067,31.13849,usda,NA,NA,CS,L315746,13
TA Cartersville 0146,st_271720,981,Cassville White Rd NE,NA,Cartersville,GA,30121,Convenience Store,3,Small retail,4,0,0,0,0,1,1,0,0,1,1,1,2012,2018,-84.80766,34.27319,usda,NA,NA,CS,L315747,13
TA Madison 0045,st_271718,2021,Eatonton Rd,NA,Madison,GA,30650,Convenience Store,3,Small retail,4,0,0,0,0,1,1,0,0,1,1,1,2012,2018,-83.47369,33.55255,usda,NA,NA,CS,L315752,13
Taaj Market,st_414373,6385,Spalding Dr,NA,Peachtree Corners,GA,30092,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.25768,33.96833,usda,NA,NA,CS,L315761,13
Tabo's Food Mart,st_326701,415,Lee St,NA,Jefferson,GA,30549,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-83.58012,34.11537,usda,NA,NA,CS,L038697,13
Tallapoosa Food Mart,st_186587,111,West Atlanta Street,NA,Tallapoosa,GA,30176,Convenience Store,3,Small retail,4,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-85.29799,33.73999,usda,NA,NA,CS,L315853,13
Tallapoosa Quick Stop,st_327263,16,Golf Course Rd,NA,Tallapoosa,GA,30176,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-85.27476,33.7368,usda,NA,NA,CS,L315854,13
Tammax Caribbean Market,st_177546,3400,Centerville Hwy,NA,Snellville,GA,30039,Medium Grocery Store,10,Grocer,1,0,0,0,0,0,0,0,0,0,0,1,2018,2018,-84.04325,33.80714,usda,NA,NA,MG,L315887,13
Tammys Do Drop In 1,st_357812,701,Orange St,NA,Vidalia,GA,30474,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-82.41658,32.22868,usda,NA,NA,CS,L041686,13
TANNER'S CORNER GROCERY STORE,st_168359,828,McDonough Blvd SE,NA,Atlanta,GA,30315,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.35981,33.70927,usda,NA,NA,CS,L315939,13
Tara Blvd Food Mart,st_336791,10335,Tara Blvd,NA,Jonesboro,GA,30236,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,1,2014,2018,-84.33686,33.47312,usda,NA,NA,CS,L315991,13
Tara Food Mart,st_417857,7170,Tara Blvd,NA,Jonesboro,GA,30236,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.37088,33.55825,usda,NA,NA,CS,L038819,13
Target 2333,st_175602,5610,Roswell Rd NE,NA,Atlanta,GA,30342,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-84.37877,33.90771,usda,NA,NA,SS,L316202,13
Target 2431,st_065170,13055,Highway 9 N,NA,Milton,GA,30004,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.27058,34.10089,usda,NA,NA,SS,L316214,13
Target Store 2493,st_185796,916,Loganville Hwy,NA,Bethlehem,GA,30620,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-83.75537,33.94514,usda,NA,NA,SS,L316539,13
Target Store T-0969,st_197688,100,Cherokee Pl,NA,Cartersville,GA,30121,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-84.78587,34.17251,usda,NA,NA,SS,L316799,13
Target Store T-1073,st_197689,1129,S Park St,NA,Carrollton,GA,30117,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-85.07325,33.56002,usda,NA,NA,SS,L316823,13
TARGET STORE T-1090,st_015197,235,Robert C Daniel Jr Pkwy,NA,Augusta,GA,30909,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.07985,33.48986,usda,NA,NA,SS,L316833,13
TARGET STORE T-1106,st_015183,3040,Shallowford Rd,NA,Marietta,GA,30062,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.46085,34.03661,usda,NA,NA,SS,L316839,13
TARGET STORE T-1164,st_015181,4125,Austell Rd,NA,Austell,GA,30106,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.6036,33.8536,usda,NA,NA,SS,L316852,13
TARGET STORE T-1165,st_015184,2535,Dallas Hwy SW,NA,Marietta,GA,30064,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.62584,33.94614,usda,NA,NA,SS,L316853,13
Target Store T-1172,st_197691,2950,Chapel Hill Rd,NA,Douglasville,GA,30135,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-84.73626,33.7267,usda,NA,NA,SS,L316856,13
TARGET STORE T-1179,st_015196,1591,BRADLEY PARK DR,NA,COLUMBUS,GA,31904,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.97064,32.53211,usda,NA,NA,SS,L316857,13
Target Store T-1197,st_179861,3535,Peachtree Rd NE,NA,Atlanta,GA,30326,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-84.3604,33.8525,usda,NA,NA,SS,L316861,13
TARGET STORE T-1206,st_015191,3205,WOODWARD CROSSING BLVD,NA,BUFORD,GA,30519,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.98132,34.06881,usda,NA,NA,SS,L316865,13
TARGET STORE T-1223,st_015186,555,Highway 34 E,NA,Newnan,GA,30265,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.76008,33.39587,usda,NA,NA,SS,L316869,13
Target Store T-1390,st_047477,4241,Lavista Rd,NA,Tucker,GA,30084,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.24545,33.8466,usda,NA,NA,SS,L316913,13
TARGET STORE T-1394,st_122669,1525,Market Place Blvd,NA,Cumming,GA,30041,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.13282,34.1869,usda,NA,NA,SS,L316915,13
TARGET STORE T-1400,st_122658,5220,JIMMY LEE SMITH PKY,NA,HIRAM,GA,30141,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.74232,33.88731,usda,NA,NA,SS,L316916,13
Target Store T-1453,st_197692,3045,Atlanta Hwy,NA,Athens,GA,30606,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-83.43829,33.94424,usda,NA,NA,SS,L316942,13
TARGET STORE T-1461,st_126062,1850,Jonesboro Rd,NA,McDonough,GA,30253,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.217,33.46443,usda,NA,NA,SS,L316945,13
TARGET STORE T-1486,st_015189,2400,N Druid Hills Rd NE,NA,Atlanta,GA,30329,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.32701,33.82701,usda,NA,NA,SS,L316951,13
Target Store T-1546,st_045831,3660,Marketplace Blvd,NA,East Point,GA,30344,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.50199,33.65788,usda,NA,NA,SS,L316967,13
TARGET STORE T-1761,st_103793,1135,Woodstock Rd,NA,Roswell,GA,30075,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.39761,34.06214,usda,NA,NA,SS,L316971,13
TARGET STORE T-1780,st_113579,140,Woodstock Square Ave,NA,Woodstock,GA,30189,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.54408,34.08307,usda,NA,NA,SS,L316974,13
TARGET STORE T-1910,st_023186,14065,Abercorn St,NA,Savannah,GA,31419,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-81.17493,31.98241,usda,NA,NA,SS,L317012,13
TARGET STORE T-1964,st_015190,1275,Caroline St NE,NA,Atlanta,GA,30307,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.34672,33.75835,usda,NA,NA,SS,L317030,13
TARGET STORE T-2027,st_020740,4223,Washington Rd,NA,Evans,GA,30809,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.12106,33.52651,usda,NA,NA,SS,L317042,13
TARGET STORE T-2036,st_015792,100,Perimeter Ctr Place,NA,Atlanta,GA,30346,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.3409,33.929,usda,NA,NA,SS,L317046,13
TARGET STORE T-2056,st_015793,2625,Peachtree Pkwy,NA,Suwanee,GA,30024,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.17381,34.09408,usda,NA,NA,SS,L317051,13
TARGET STORE T-2091,st_028266,3378,Cobb Pkwy NW,NA,Acworth,GA,30101,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.68459,34.03626,usda,NA,NA,SS,L317067,13
Target Store T-2121,st_049253,1401,Johnson Ferry Rd,NA,Marietta,GA,30062,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.42735,33.98371,usda,NA,NA,SS,L317075,13
TARGET STORE T-2129,st_028268,1209,N Peachtree Pkwy,NA,Peachtree City,GA,30269,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.58999,33.44101,usda,NA,NA,SS,L317078,13
Target Store T-2137,st_049255,375,18th St NW,NA,Atlanta,GA,30363,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.40105,33.79174,usda,NA,NA,SS,L317082,13
TARGET STORE T-2171,st_031244,2539,Piedmont Rd NE,NA,Atlanta,GA,30324,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.36716,33.82422,usda,NA,NA,SS,L317096,13
TARGET STORE T-2174,st_031247,2195,Highway 20 SE,NA,Conyers,GA,30013,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.01448,33.63291,usda,NA,NA,SS,L317097,13
Target Store T-2301,st_045759,200,Glynn Isle,NA,Brunswick,GA,31525,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-81.4804,31.20094,usda,NA,NA,SS,L317134,13
Target Store T-2331,st_049262,1907,E Victory Dr,NA,Savannah,GA,31404,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-81.06731,32.04277,usda,NA,NA,SS,L317144,13
Target Store T-2387,st_057438,2865,Spout Springs Rd,NA,Flowery Branch,GA,30542,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.88657,34.14532,usda,NA,NA,SS,L317162,13
Target Store T-2476,st_185795,2022,Cumming Hwy,NA,Canton,GA,30114,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-84.45792,34.23741,usda,NA,NA,SS,L317184,13
TARGET STORE T-373,st_024466,2201,Cobb Pkwy SE,NA,Smyrna,GA,30080,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.48078,33.89582,usda,NA,NA,SS,L317224,13
TARGET STORE T-747,st_015193,875,Lawrenceville Suwanee Rd,NA,Lawrenceville,GA,30043,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.01902,33.97002,usda,NA,NA,SS,L317231,13
TARGET STORE T-749,st_015192,5950,STATE BRIDGE RD,NA,DULUTH,GA,30097,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.1866,34.01536,usda,NA,NA,SS,L317232,13
TARGET STORE T-778,st_015187,107,Pavilion Pkwy,NA,Fayetteville,GA,30214,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.4389,33.48045,usda,NA,NA,SS,L317236,13
TARGET STORE T-917,st_015195,1905,SCENIC HWY N,NA,SNELLVILLE,GA,30078,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.0135,33.87548,usda,NA,NA,SS,L317250,13
TARGET STORE T-970,st_015188,6000,N Point Pkwy,NA,Alpharetta,GA,30022,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.28831,34.04787,usda,NA,NA,SS,L317259,13
TARGET STORE T-981,st_015182,740,EARNEST W BARRETT PKY NW,NA,KENNESAW,GA,30144,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.57201,34.00752,usda,NA,NA,SS,L317260,13
TARGET STORE T-982,st_015194,3200,HOLCOMB BRIDGE RD,NA,NORCROSS,GA,30092,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.23204,33.94915,usda,NA,NA,SS,L317261,13
Target Stores T-1380,st_041385,2929,Watson Blvd,NA,Warner Robins,GA,31093,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-83.686,32.61827,usda,NA,NA,SS,L317663,13
Target T-0734,st_196559,2721,Dawson Rd,NA,Albany,GA,31707,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-84.22463,31.61959,usda,NA,NA,SS,L317705,13
Target T-0750,st_196560,1815,Norman Dr,NA,Valdosta,GA,31601,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-83.31781,30.84429,usda,NA,NA,SS,L317706,13
Target T-0796,st_196562,514,Shallowford Rd NW,NA,Gainesville,GA,30504,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-83.84465,34.29029,usda,NA,NA,SS,L317707,13
Tariz Food Mart,st_300761,1738,Highway 53 W,NA,Jasper,GA,30143,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,1,1,1,2013,2018,-84.45953,34.46534,usda,NA,NA,CS,L317745,13
Taste Of The Island Grocery & Food,st_379807,2029,N Ashley St,NA,Valdosta,GA,31602,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-83.28088,30.85696,usda,NA,NA,CO,L041656,13
Taylor's Food Mart,st_376770,316,N Merrimac Dr,NA,Fitzgerald,GA,31750,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-83.26499,31.71808,usda,NA,NA,CS,L038109,13
Taylor and Sons,st_207310,4387,Highway 411 NE,NA,Rydal,GA,30171,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-84.72346,34.34953,usda,NA,NA,CS,L317836,13
TAYLOR BROS. XPRESS,st_178438,3938,HWY 25 NORTH,NA,HEPHZIBAH,GA,30815,Convenience Store,3,Small retail,4,0,1,1,1,1,1,1,1,1,1,1,2009,2018,-82.04222,33.20794,usda,NA,NA,CS,L317838,13
Taylors Fresh Seafood,st_379002,105,McIntosh St,NA,Vidalia,GA,30474,Seafood Specialty,13,Specialty,5,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-82.41212,32.21939,usda,NA,NA,SE,L041667,13
Taz Food Mart,st_413862,1027,Merchants Dr,NA,Dallas,GA,30132,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-84.8186,33.91162,usda,NA,NA,CS,L037429,13
Tbyrds 2,st_289284,898,Lakeview Rd,NA,Statesboro,GA,30461,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-81.77873,32.49599,usda,NA,NA,CS,L317875,13
Team Texaco,st_384807,1630,Old 41 Hwy NW,NA,Kennesaw,GA,30152,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-84.59766,33.99356,usda,NA,NA,CS,L317901,13
Team Texaco Bells Ferry,st_361619,5634,Bells Ferry Rd,NA,Acworth,GA,30102,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,1,2015,2018,-84.57653,34.08712,usda,NA,NA,CS,L317902,13
TEJ FOOD STORE,st_227631,2923,N Slappey Blvd,NA,Albany,GA,31701,Medium Grocery Store,10,Grocer,1,0,0,1,1,1,1,1,1,1,1,1,2010,2018,-84.17703,31.62262,usda,NA,NA,MG,L317986,13
TEMPLE GROVE GENERAL STORE,st_087366,2915,Halls Chapel Rd,NA,Crandall,GA,30711,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.77179,34.92843,usda,NA,NA,CS,L318047,13
Temple Super Thrift,st_383460,182,US Highway 78,NA,Temple,GA,30179,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,1,2016,2018,-85.03507,33.73129,usda,NA,NA,CS,L318050,13
