store_name,storeid,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,year_first,year_last,X,Y,method,match,dup,st_type,loc_id,st_fips
QUIK STOP,st_052663,117,Broad St S,NA,Abbeville,GA,31001,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-83.30695,31.99211,usda,NA,0,NA,L034992,13
K W Fast-Stop,st_079900,303,N Broad St,NA,Abbeville,GA,31001,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-83.30687,31.99366,usda,NA,0,NA,L034993,13
THE PIGLET SUPERMARKET 49,st_025517,337,Main St E,NA,Abbeville,GA,31001,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-83.29586,31.99371,usda,NA,0,NA,L034994,13
Rite Aid 11732,st_108489,3245,Cobb Pkwy NW,NA,Acworth,GA,30101,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,0,0,2008,2016,-84.67609692,34.03427884,esri,PointAddress,0,NA,L034995,13
La Foi Tropicale,st_314041,4680,S Main St,NA,Acworth,GA,30101,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,0,0,0,0,0,2013,2013,-84.67339642,34.06444458,esri,StreetAddress,0,NA,L034996,13
Family Dollar Store 5651,st_185636,5540,Bells Ferry Rd,NA,Acworth,GA,30102,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,0,0,0,0,0,2009,2013,-84.57564412,34.08532125,esri,PointAddress,0,NA,L034997,13
BEBE REY,st_217584,5681,Bells Ferry Rd,Ste B,Acworth,GA,30102,Combination Grocery/Other,2,Small retail,4,0,0,1,0,0,0,0,0,0,0,0,2010,2010,-84.57695552,34.08739995,esri,StreetAddress,0,NA,L034998,13
Acworth BP,st_280692,3459,Cobb Pkwy NW,NA,Acworth,GA,30101,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,1,0,2012,2017,-84.69041,34.03824,usda,NA,0,NA,L034999,13
Acworth Food Mart,st_221549,4138,S Main St,NA,Acworth,GA,30101,Convenience Store,3,Small retail,4,0,0,1,0,0,0,0,0,0,0,0,2010,2010,-84.66371757,34.05482589,esri,PointAddress,0,NA,L035000,13
Acworth Corner Store,st_258439,4138,S Main St,NA,Acworth,GA,30101,Convenience Store,3,Small retail,4,0,0,0,1,1,1,0,0,0,0,0,2011,2013,-84.66371757,34.05482589,esri,PointAddress,0,NA,L035000,13
Chevron Food Mart,st_341283,4138,S Main St,Ste B,Acworth,GA,30101,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,0,2014,2017,-84.66372,34.05483,usda,NA,0,NA,L035000,13
Rain Forest Chevron,st_252205,4357,Cobb Parkway North NW,NA,Acworth,GA,30101,Convenience Store,3,Small retail,4,0,0,0,1,1,0,0,0,0,0,0,2011,2012,-84.72206262,34.0606155,esri,PointAddress,0,NA,L035001,13
Hanna Foods,st_004160,4739,S Main St,NA,Acworth,GA,30101,Convenience Store,3,Small retail,4,1,1,1,1,0,0,0,0,0,0,0,2008,2011,-84.67504087,34.06500301,esri,PointAddress,0,NA,L035002,13
Time saver food mart 201973,st_222779,4953,Ross Rd NW,NA,Acworth,GA,30101,Convenience Store,3,Small retail,4,0,0,1,1,0,0,0,0,0,0,0,2010,2011,-84.6745277,34.07545122,esri,StreetAddress,0,NA,L035003,13
Kwik Stop,st_259563,5473,N Main St,NA,Acworth,GA,30101,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,0,0,0,0,2011,2014,-84.6921491,34.07750052,esri,PointAddress,0,NA,L035004,13
SHELL FOOD MART,st_056807,5375,Glade Rd SE,NA,Acworth,GA,30102,Convenience Store,3,Small retail,4,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-84.67645466,34.08495208,esri,PointAddress,0,NA,L035005,13
LEE'S GROCERY,st_106350,5634,Third Army Rd SE,NA,Acworth,GA,30101,Convenience Store,3,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-84.72131409,34.08592315,esri,PointAddress,0,NA,L035006,13
PAW PAW'S LAKE SIDE MARKET,st_216894,6817,N Main St SE,NA,Acworth,GA,30101,Convenience Store,3,Small retail,4,0,0,1,1,0,0,0,0,0,0,0,2010,2011,-84.71618698,34.08659365,esri,PointAddress,0,NA,L035007,13
Exxon Food Mart,st_277149,6045,Highway 92,NA,Acworth,GA,30102,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,0,0,2012,2016,-84.58853821,34.08817264,esri,PointAddress,0,NA,L035008,13
Sunoco Food Mart,st_326409,5724,Bells Ferry Rd,NA,Acworth,GA,30102,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,0,2014,2017,-84.57745,34.08892,usda,NA,0,NA,L035009,13
Sonoco Food Mart,st_247502,5724,Bells Ferry Rd,NA,Acworth,GA,30102,Convenience Store,3,Small retail,4,0,0,0,1,1,0,0,0,0,0,0,2011,2012,-84.57753622,34.08905569,esri,PointAddress,0,NA,L035009,13
Kwik Way Food Store,st_262314,2385,Highway 92,NA,Acworth,GA,30102,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,0,0,0,0,2011,2014,-84.64237188,34.09644712,esri,StreetAddress,0,NA,L035010,13
My Angels Enterprises Inc. 1,st_371749,2385,Highway 92,NA,Acworth,GA,30102,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,0,0,2015,2016,-84.64237188,34.09644712,esri,StreetAddress,0,NA,L035010,13
S & H Market,st_223142,5890,Glade Rd SE,Ste 108,Acworth,GA,30102,Convenience Store,3,Small retail,4,0,0,1,0,0,0,0,0,0,0,0,2010,2010,-84.68401879,34.09829608,esri,PointAddress,0,NA,L035011,13
LAKESIDE CROSSING STORE,st_231935,6649,Glade Rd SE,NA,Acworth,GA,30102,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,0,0,2010,2016,-84.68052255,34.11678446,esri,PointAddress,0,NA,L035012,13
Fast Food & Fuel 3509,st_183105,1430,Kellogg Creek Rd,NA,Acworth,GA,30102,Convenience Store,3,Small retail,4,0,1,1,0,0,0,0,0,0,0,0,2009,2010,-84.58633404,34.12006504,esri,StreetAddress,0,NA,L035013,13
SUPERMERCADO LA VILLA,st_057333,6158,HIGHWAY 92,NA,ACWORTH,GA,30101,Large Grocery Store,8,Grocer,1,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-84.65419223,34.07639223,esri,StreetAddress,0,NA,L035014,13
Lugar de Bebe,st_211505,6468,Highway 92,Ste 210,Acworth,GA,30102,Medium Grocery Store,10,Grocer,1,0,0,1,0,0,0,0,0,0,0,0,2010,2010,-84.58086797,34.08850874,esri,PointAddress,0,NA,L035015,13
SUPERMERCADO LA PIEDAD,st_175252,6501,Highway 92,NA,Acworth,GA,30102,Medium Grocery Store,10,Grocer,1,0,1,0,0,0,0,0,0,0,0,0,2009,2009,-84.58046761,34.08867727,esri,PointAddress,0,NA,L035016,13
La PIEDAD SUPERMERCADO,st_204364,6501,Highway 92,Ste 100,Acworth,GA,30102,Medium Grocery Store,10,Grocer,1,0,0,1,1,1,1,0,0,0,0,0,2010,2013,-84.58046761,34.08867727,esri,PointAddress,0,NA,L035016,13
Ramirez Bakery,st_274670,6215,Bells Ferry Rd,Ste 500,Acworth,GA,30102,Small Grocery Store,14,Grocer,1,0,0,0,0,1,0,0,0,0,0,0,2012,2012,-84.58117374,34.09801825,esri,PointAddress,0,NA,L035017,13
SAVE A LOT,st_055664,4545,S Main St,NA,Acworth,GA,30101,Supermarket,16,Supermarket,6,1,1,1,1,0,0,0,0,0,0,0,2008,2011,-84.66971843,34.06414178,esri,PointAddress,0,NA,L035018,13
DOLLAR GENERAL 4186,st_148345,6068,Joe Frank Harris Pkwy NW,NA,Adairsville,GA,30103,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,0,0,2008,2016,-84.92932122,34.37245771,esri,StreetAddress,0,NA,L035019,13
H & D Produce,st_303645,7716,Hwy 140,NA,Adairsville,GA,30103,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,0,0,0,0,0,2013,2013,-84.92134519,34.37667691,esri,StreetAddress,0,NA,L035020,13
S&H SUPERMARKET,st_027696,104,N Main St,NA,Adairsville,GA,30103,Convenience Store,3,Small retail,4,1,1,1,1,0,0,0,0,0,0,0,2008,2011,-84.93447686,34.36902762,esri,PointAddress,0,NA,L035021,13
Bobs Mart,st_370514,5922,Joe Frank Harris Pkwy Nw,NA,Adairsville,GA,30103,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,0,2015,2017,-84.92762,34.36977,usda,NA,0,NA,L035022,13
Knights Exxon,st_288124,102,Princeton Ave,NA,Adairsville,GA,30103,Convenience Store,3,Small retail,4,0,0,0,0,1,1,0,0,0,0,0,2012,2013,-84.91671023,34.37197588,esri,StreetAddress,0,NA,L035023,13
KNIGHTS EXXON,st_261299,102,Princeton Blvd,NA,Adairsville,GA,30103,Convenience Store,3,Small retail,4,0,0,0,1,0,0,0,0,0,0,0,2011,2011,-84.91442326,34.37590544,esri,PointAddress,0,NA,L035024,13
Knights Exxon,st_374078,102,Princeton Blvd,NA,Adairsville,GA,30103,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,0,0,0,2015,2015,-84.91442326,34.37590544,esri,PointAddress,0,NA,L035024,13
Hareram,st_335435,7746,Hwy 140,NA,Adairsville,GA,30103,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,0,0,0,0,2014,2014,-84.91934264,34.37680453,esri,PointAddress,0,NA,L035025,13
Chevron Food Mart,st_327427,7865,Adairsville Hwy,NA,Adairsville,GA,30103,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,1,0,2014,2017,-84.91613,34.377,usda,NA,0,NA,L035026,13
Sunny Food Mart 1,st_400890,924,Highway 140 NW,NA,Adairsville,GA,30103,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,1,0,2016,2017,-84.90904,34.37766,usda,NA,0,NA,L035027,13
Cowboys,st_272868,924,Highway 140 NW,NA,Adairsville,GA,30103,Convenience Store,3,Small retail,4,0,0,0,0,1,0,0,0,0,0,0,2012,2012,-84.90817203,34.37790627,esri,PointAddress,0,NA,L035027,13
Cowboys Foodmart,st_316380,924,Highway 140 NW,NA,Adairsville,GA,30103,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,0,0,0,2013,2015,-84.90817203,34.37790627,esri,PointAddress,0,NA,L035027,13
BIG MAMA'S MARKET,st_217589,932,Highway 140 NW,NA,Adairsville,GA,30103,Convenience Store,3,Small retail,4,0,0,1,0,0,0,0,0,0,0,0,2010,2010,-84.90817592,34.37790638,esri,PointAddress,0,NA,L035028,13
Shell Food Mart,st_258625,932,Highway 140 NW,NA,Adairsville,GA,30103,Convenience Store,3,Small retail,4,0,0,0,1,0,0,0,0,0,0,0,2011,2011,-84.90817592,34.37790638,esri,PointAddress,0,NA,L035028,13
Shell Food,st_271540,932,Highway 140 Nw,NA,Adairsville,GA,30103,Convenience Store,3,Small retail,4,0,0,0,0,1,1,0,0,0,0,0,2012,2013,-84.90817592,34.37790638,esri,PointAddress,0,NA,L035029,13
Patty's Truck Stop,st_380359,940,Highway 140 NW,NA,Adairsville,GA,30103,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,0,0,2016,2016,-84.90661599,34.37866406,esri,PointAddress,0,NA,L035030,13
Favorite Market 3600,st_183009,6434,Joe Frank Harris Pkwy NW,NA,Adairsville,GA,30103,Convenience Store,3,Small retail,4,0,1,1,1,1,0,0,0,0,0,0,2009,2012,-84.93422036,34.39299807,esri,StreetAddress,0,NA,L035031,13
The Corner Store,st_344548,723,Hall Station Rd NW,NA,Adairsville,GA,30103,Small Grocery Store,14,Grocer,1,0,0,0,0,0,0,1,1,1,0,0,2014,2016,-84.93923155,34.30029811,esri,PointAddress,0,NA,L035032,13
QUICK CHANGE 7,st_229740,100,Old Quitman Rd,NA,Adel,GA,31620,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,0,0,2010,2016,-83.41861007,31.12250666,esri,PointAddress,0,NA,L035033,13
GASKIN'S,st_128986,1103,S Hutchinson Ave,NA,Adel,GA,31620,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-83.41791116,31.12262394,esri,PointAddress,0,NA,L035034,13
Ram Quick Change,st_255138,415,S Hutchinson Ave,NA,Adel,GA,31620,Convenience Store,3,Small retail,4,0,0,0,1,0,0,0,0,0,0,0,2011,2011,-83.42161363,31.13212713,esri,PointAddress,0,NA,L035035,13
QUICK STOP,st_056853,413,HUTCHINGSON AVE,NA,ADEL,GA,31620,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-83.42188811,31.13294918,esri,StreetAddress,0,NA,L035036,13
NEIGHBORHOOD MART,st_173724,711,W 4th St,NA,Adel,GA,31620,Convenience Store,3,Small retail,4,0,1,1,1,1,1,1,1,1,1,0,2009,2017,-83.43169,31.13481,usda,NA,0,NA,L035037,13
QUICK GAS 4,st_040469,600,W 4th St,NA,Adel,GA,31620,Convenience Store,3,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-83.43042904,31.13520883,esri,PointAddress,0,NA,L035038,13
MEGA MART,st_044397,100,N Hutchinson Ave,NA,Adel,GA,31620,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-83.42350206,31.13742899,esri,PointAddress,0,NA,L035039,13
Mega Mart,st_252025,100,N Hutchinson Ave,NA,Adel,GA,31620,Convenience Store,3,Small retail,4,0,0,0,1,1,1,0,0,0,0,0,2011,2013,-83.42350206,31.13742899,esri,PointAddress,0,NA,L035039,13
Crystal Food Mart,st_304539,315,N Hutchinson Ave,NA,Adel,GA,31620,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,0,0,0,0,2013,2014,-83.42468017,31.14055443,esri,PointAddress,0,NA,L035040,13
LUCKY MART,st_027181,615,N Hutchinson Ave,NA,Adel,GA,31620,Convenience Store,3,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-83.42567284,31.14337672,esri,PointAddress,0,NA,L035041,13
ONE STOP 4,st_219166,2302,W 4th St,NA,Adel,GA,31620,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,0,0,2010,2016,-83.45835964,31.14637916,esri,PointAddress,0,NA,L035042,13
Dorsey's Supermarket,st_077737,103,S Brookside Ave,NA,Adel,GA,31620,Large Grocery Store,8,Grocer,1,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-83.41718,31.13825,usda,NA,0,NA,L035043,13
Andersons Butcher Shop,st_060738,300,W 4th St,NA,Adel,GA,31620,Meat/Poultry Specialty,9,Specialty,5,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-83.42628676,31.1362919,esri,PointAddress,0,NA,L035044,13
S L Anderson's Butcher Shop,st_194987,300,W 4th St,NA,Adel,GA,31620,Meat/Poultry Specialty,9,Specialty,5,0,1,0,0,0,0,0,0,0,0,0,2009,2009,-83.42628676,31.1362919,esri,PointAddress,0,NA,L035044,13
K & L MEATS,st_214049,300,W 4th St,NA,Adel,GA,31620,Meat/Poultry Specialty,9,Specialty,5,0,0,1,1,0,0,0,0,0,0,0,2010,2011,-83.42628676,31.1362919,esri,PointAddress,0,NA,L035044,13
Harveys Supermarket 1618,st_347894,400,W 4th St,NA,Adel,GA,31620,Super Store,15,Supermarket,6,0,0,0,0,0,0,1,1,1,1,0,2014,2017,-83.4281,31.13583,usda,NA,0,NA,L035045,13
HARVEY'S SUPERMARKET 2333,st_160390,400,W 4th St,NA,Adel,GA,31620,Supermarket,16,Supermarket,6,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-83.42816982,31.13580478,esri,PointAddress,0,NA,L035045,13
Adrian Food Mart,st_312158,83,Railroad St,NA,Adrian,GA,31002,Convenience Store,3,Small retail,4,0,0,0,0,0,1,0,0,0,0,0,2013,2013,-82.5898552,32.53081327,esri,StreetAddress,0,NA,L035046,13
FOOD CHIEF,st_161251,0,US 80 & HWY 15,NA,ADRIAN,GA,31002,Convenience Store,3,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-82.589292,32.531004,esri,StreetInt,0,NA,L035047,13
ADRIAN MOTOR MATE,st_056163,101,POPLAR STREET,NA,ADRIAN,GA,31002,Convenience Store,3,Small retail,4,1,1,1,1,1,0,0,0,0,0,0,2008,2012,-82.58926656,32.53202187,esri,PointAddress,0,NA,L035048,13
Junction Station,st_316566,2562,Us Highway 80 W,NA,Adrian,GA,31002,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,1,0,0,2013,2016,-82.4884992,32.55757407,esri,StreetAddress,0,NA,L035049,13
ADRIAN FOOD PRIDE,st_086091,114,W Main St,NA,Adrian,GA,31002,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,1,1,1,1,0,0,2008,2016,-82.59011753,32.53109531,esri,StreetAddress,0,NA,L035050,13
Aden's Minit Market 35,st_326111,215,West Main Street,NA,Alamo,GA,30411,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,0,0,0,0,2014,2014,-82.7794155,32.1453425,google,rooftop,0,NA,L035051,13
PIGLET SUPERMARKET 51,st_057501,139,W MAIN STREET,NA,ALAMO,GA,30411,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-82.78194125,32.14258117,esri,StreetAddress,0,NA,L035052,13
Family Supermarket,st_350119,139,E Main St,NA,Alamo,GA,30411,Medium Grocery Store,10,Grocer,1,0,0,0,0,0,0,1,0,0,0,0,2014,2014,-82.76838237,32.15224384,esri,StreetAddress,0,NA,L035053,13
QUICK MART,st_215509,22280,Main St,NA,Alapaha,GA,31622,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,0,0,0,0,2010,2014,-83.22390317,31.38197071,esri,PointAddress,0,NA,L035054,13
ALAPAHA STATION,st_027818,101,NW Railroad St,NA,Alapaha,GA,31622,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,1,1,1,0,0,0,2008,2015,-83.2254197,31.38206675,esri,StreetAddress,0,NA,L035055,13
MERITA BREAD 845,st_067892,2701,Sylvester Rd,NA,Albany,GA,31705,Bakery Specialty,1,Specialty,5,1,1,1,1,1,0,0,0,0,0,0,2008,2012,-84.08216158,31.57458144,esri,PointAddress,0,NA,L035056,13
KIDTRITIOUS,st_228070,1150,S Slappey Blvd,NA,Albany,GA,31701,Combination Grocery/Other,2,Small retail,4,0,0,1,1,0,0,0,0,0,0,0,2010,2011,-84.17631876,31.56294728,esri,PointAddress,0,NA,L035057,13
Family Dollar Store 279,st_181361,1622,E Oglethorpe Blvd,NA,Albany,GA,31705,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-84.10901558,31.57097604,esri,StreetAddress,0,NA,L035058,13
BOBS COUNTRY STORE,st_175516,10277,Gravel Hill Rd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,0,1,1,1,1,1,0,0,0,0,0,2009,2013,-84.06074556,31.42885967,esri,PointAddress,0,NA,L035059,13
Bobs Country Store,st_348494,10277,Gravel Hill Rd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,1,0,0,2014,2016,-84.06074556,31.42885967,esri,PointAddress,0,NA,L035059,13
FAMILY PANTRY,st_015613,4324,Radium Springs Rd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-84.12937177,31.47641975,esri,PointAddress,0,NA,L035060,13
GRAB N GO,st_202984,5400,Newton Rd,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,0,1,1,1,1,1,1,1,1,0,2010,2017,-84.1947,31.52214,usda,NA,0,NA,L035061,13
M and M Food Mart 2,st_406451,1000,Liberty Expy SE,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,0,1,0,2017,2017,-84.11545,31.52823,usda,NA,0,NA,L035062,13
M & M FOOD MART,st_030299,1000,Liberty Expy SE,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-84.11545128,31.528467,esri,PointAddress,0,NA,L035062,13
Circle K 2723891,st_249749,1541,S Mock Rd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,1,1,0,2011,2017,-84.09992,31.53952,usda,NA,0,NA,L035063,13
Southside Supermarket,st_176448,2401,Martin Luther King Jr Dr,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,1,0,0,0,0,0,0,0,0,0,2009,2009,-84.15528572,31.539816,esri,PointAddress,0,NA,L035064,13
DAVIS GROCERY,st_236401,2401,Martin Luther King Jr Dr,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,0,0,1,0,0,0,0,0,0,0,2011,2011,-84.15528572,31.539816,esri,PointAddress,0,NA,L035064,13
R & M Grocery 2,st_307888,2401,Martin Luther King Jr Dr,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,0,0,0,0,2013,2014,-84.15528572,31.539816,esri,PointAddress,0,NA,L035064,13
Albany Deli & Food Mart,st_168966,825,S Westover Blvd,NA,Albany,GA,31707,Convenience Store,3,Small retail,4,0,1,1,1,0,0,0,0,0,0,0,2009,2011,-84.22441204,31.54955382,esri,PointAddress,0,NA,L035065,13
JUNE BUG'S GROCERY,st_004239,1905,SOUTH MADISON STREET,NA,ALBANY,GA,31701,Convenience Store,3,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-84.16076374,31.55165706,esri,PointAddress,0,NA,L035066,13
Cheap Food Mart,st_301051,1926,Martin Luther King Jr Dr,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,0,0,0,0,1,0,0,0,0,0,2013,2013,-84.15516021,31.553127,esri,PointAddress,0,NA,L035067,13
CLARK'S SERVICE CENTER,st_198590,912,Moultrie Rd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,0,1,1,1,1,1,1,1,1,1,0,2009,2017,-84.12849,31.55375,usda,NA,0,NA,L035068,13
Moniiques Food Mart,st_285642,1600,McArthur St,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,1,1,0,0,2012,2016,-84.16424028,31.55706799,esri,PointAddress,0,NA,L035069,13
COACHMAN PARK GROCERY,st_017589,1608,S Jefferson St,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-84.15600976,31.557996,esri,PointAddress,0,NA,L035070,13
OASIS 368,st_014242,1301,S Slappey Blvd,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,2008,2009,-84.17641423,31.56169567,esri,PointAddress,0,NA,L035071,13
Grocery & Tobacco Outlet,st_327149,1301,S Slappey Blvd,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,0,0,0,0,0,1,1,0,0,0,2014,2015,-84.17641423,31.56169567,esri,PointAddress,0,NA,L035071,13
Neighborhood Grocery,st_366771,716,Johnson Rd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,0,2015,2017,-84.07844,31.562,usda,NA,0,NA,L035072,13
Neighbourhood Grocery,st_268825,716,Johnson Rd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,0,0,0,0,2012,2014,-84.07843522,31.56200095,esri,PointAddress,0,NA,L035072,13
WESTSIDE GROCERY,st_042290,2314,W Gordon Ave,NA,Albany,GA,31707,Convenience Store,3,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-84.20838659,31.56535322,esri,PointAddress,0,NA,L035073,13
The Yellow Store 1,st_390082,903,S Madison St,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,0,0,2016,2016,-84.16192278,31.565943,esri,PointAddress,0,NA,L035074,13
Haley Food Mart,st_255458,715,S Slappey Blvd,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,0,0,1,1,1,1,1,0,0,0,2011,2015,-84.17629364,31.56738052,esri,StreetAddress,0,NA,L035075,13
Eastside Grocery,st_181170,326,S Mock Rd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,0,1,1,1,0,0,0,0,0,0,0,2009,2011,-84.09471924,31.567806,esri,PointAddress,0,NA,L035076,13
Akshar Food Mart,st_300321,326,S Mock Rd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,1,0,0,2013,2016,-84.09471924,31.567806,esri,PointAddress,0,NA,L035076,13
EZ Corner 44,st_004699,521,S Slappey Blvd,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-84.17627134,31.56912807,esri,StreetAddress,0,NA,L035077,13
International Food Mart,st_265085,500,S Jefferson St,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,0,0,1,1,0,0,0,0,0,0,2011,2012,-84.15592024,31.570407,esri,PointAddress,0,NA,L035078,13
Jmd Food Store,st_371187,1800,E Oglethorpe Blvd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,0,2015,2017,-84.10395,31.57074,usda,NA,0,NA,L035079,13
JMD Food Store,st_270296,1800,E Oglethorpe Blvd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,0,0,0,0,1,1,1,0,0,0,0,2012,2014,-84.10401353,31.57074051,esri,PointAddress,0,NA,L035079,13
FLASH FOODS 178,st_070299,1701,E Oglethorpe Blvd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,0,0,0,2008,2015,-84.10732269,31.5709505,esri,PointAddress,0,NA,L035080,13
Stop N Shop,st_387614,1701,E Oglethorpe Blvd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,0,1,0,0,2016,2016,-84.10732269,31.5709505,esri,PointAddress,0,NA,L035080,13
SPEEGO GAS,st_004098,224,Johnson Rd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-84.09006367,31.57096666,esri,PointAddress,0,NA,L035081,13
Pace,st_364249,404,S Slappey Blvd,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,0,0,0,0,0,0,1,1,1,0,2015,2017,-84.17619,31.57177,usda,NA,0,NA,L035082,13
FOOD MART #2,st_162356,3225,Sylvester Rd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-84.0607425,31.5721735,esri,PointAddress,0,NA,L035083,13
Dollar Doll,st_299815,719,Whitney Ave,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,0,0,0,0,1,1,1,1,0,0,2013,2016,-84.16611023,31.57228152,esri,PointAddress,0,NA,L035084,13
WHITNEY AVE FOOD MART,st_024383,721,Whitney Ave,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-84.1661784,31.57231779,esri,StreetAddress,0,NA,L035085,13
A J's Corner Store,st_231589,721,Whitney Ave,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,0,0,1,0,0,0,0,0,0,0,0,2010,2010,-84.1661784,31.57231779,esri,StreetAddress,0,NA,L035085,13
